year,longitude,latitude,ONI,sst,chlor_a,t2m_anomaly,loss_anual,loss_acum,treecover2000,gHM,fire_count,NDVI,EVI,LST_day,ET,precipitation,precip_anomaly,precip_extreme_days,NO2,NO2_source,CO,CO_source,SO2,SO2_source,cluster,gi_z,gi_p,hotspot_gi,coldspot_gi,multi_stress,region_analisis
2023,-114.42290943025168,14.709902926961147,1.2,27.6839760091934,,,,,0.0,,,,,,,,,,5.580781358684775e-06,S5P,0.0272294435981569,S5P,3.0604563238186675e-05,S5P,,,,,,,
2023,-114.1983306092193,14.70990292696714,1.2,27.698472774218573,,,,,0.0,,,,,,,,,,6.377676119502193e-06,S5P,0.0268475133671137,S5P,1.2384819971726305e-05,S5P,,,,,,,
2023,-113.9737517881942,14.70990292696615,1.2,27.70703753057573,,,,,0.0,,,,,,,,,,5.977305695570134e-06,S5P,0.0271231215709386,S5P,6.304367987846302e-05,S5P,,,,,,,
2023,-113.749172967161,14.709902926961792,1.2,27.71028382718206,,,,,0.0,,,,,,,,,,6.1225860415729146e-06,S5P,0.02753034350322,S5P,2.5945106542015315e-05,S5P,,,,,,,
2023,-113.52459414613128,14.709902926967631,1.2,27.70748079850034,,,,,0.0,,,,,,,,,,5.835759090262311e-06,S5P,0.0276912702635822,S5P,3.1208494176081895e-05,S5P,,,,,,,
2023,-113.30001532510256,14.70990292696234,1.2,27.698760582698288,,,,,0.0,,,,,,,,,,6.1930419116338965e-06,S5P,0.02743377310905,S5P,3.303127221718901e-05,S5P,,,,,,,
2023,-113.07543650407212,14.70990292696726,1.2,27.683115008201828,,,,,0.0,,,,,,,,,,5.911516819417208e-06,S5P,0.0274102860790253,S5P,1.7174090689665886e-05,S5P,,,,,,,
2023,-112.8508576830472,14.709902926963204,1.2,27.67579158268696,,,,,0.0,,,,,,,,,,5.7217853694149205e-06,S5P,0.0275025696031573,S5P,4.558080567027616e-05,S5P,,,,,,,
2023,-92.18960614829362,14.70990292696355,1.2,,,1.615180342200124,0.019502353732347,0.0292129682666972,13.553137052736083,0.7630160242921138,4.952634880803011,0.7163935857945273,0.475354925409192,306.97831582178725,1001.2042398985312,1794.7808318715545,-27.35323506171494,3.0,1.822794471169887e-05,S5P,0.0326435845582789,S5P,0.0002002446642803,S5P,1.0,-1.4510563080080028,0.001,False,False,0.13133983498685187,Otras Regiones
2023,-91.96502732726536,14.709902926962783,1.2,,,1.054778413754702,0.0337738619676945,0.2477947072975139,50.41902470691562,0.4502579095952038,1.1749049429657794,0.7706014797366664,0.4908908135531794,303.93250598272755,1436.4888627166738,2219.499172717333,-396.797827516496,1.0,2.1639693052336343e-05,S5P,0.0321832334808476,S5P,0.0002869948069922,S5P,1.0,-1.599344651625574,0.001,False,False,-1.6061913390353866,Otras Regiones
2023,-91.74044850623874,14.709902926968,1.2,,,0.5631657805405147,0.0306122448979592,0.1556879367625157,86.28296482987737,0.4364408930413575,,0.8105098387389009,0.5220085099957716,299.1834838744787,1540.2511505707537,2567.538915038109,-542.5161154150965,1.0,1.7834595425600405e-05,S5P,0.0285110610370717,S5P,0.0003546837307592,S5P,1.0,-1.7737113021680078,0.001,False,False,-4.2066998741785095,Otras Regiones
2023,-91.51586968520328,14.709902926965626,1.2,,,0.6946873290120218,0.0075853350189633,0.0673616680032076,83.58257914232249,0.432942462326184,52.95969945355192,0.8234128948480999,0.4488750981457988,294.8077784196391,1415.7622516156289,2038.9402949213984,-477.0431896597147,1.0,1.1809483157925328e-05,S5P,0.0239375280780207,S5P,0.0003322886379533,S5P,1.0,-1.9264394135938265,0.001,False,False,-5.550008902086127,Otras Regiones
2023,-91.29129086417416,14.709902926963167,1.2,,,0.792889288017998,0.0357815442561205,0.0,59.069614694313934,0.4204609568286184,,0.673455671317267,0.3787914960439689,296.51562195676235,1170.120670758439,1407.855638295412,-433.8520192493995,1.0,1.4156051432064426e-05,S5P,0.0243897036984075,S5P,0.0001149852522415,S5P,1.0,-1.9247822858463801,0.001,False,False,-4.073463183963028,Otras Regiones
2023,-91.06671204314176,14.70990292696143,1.2,,,0.33931901010326,0.0955056179775281,0.0373085882308015,44.56802993851909,0.4596801472849627,1.0,0.6941781482152557,0.3588123210726576,296.9814136887381,969.0905538442946,992.4049328565598,-264.4121236185233,1.0,1.660877478482036e-05,S5P,0.0224506465976416,S5P,6.58869836355922e-05,S5P,1.0,-1.7469825530958545,0.001,False,False,-4.748695230021541,Otras Regiones
