longitude,latitude,LST_day,NDVI,NO2,t2m_anomaly,gHM,fire_count,precipitation,SO2,CO,z_LST,z_NDVI,z_NO2,multi_stress,gi_z,gi_p,hotspot_gi,z_t2m
-86.57513562254613,14.709902926964396,300.38972157879414,0.6289893942139269,1.0517216461528168e-05,0.8042742924257965,0.2288715867530158,1.0477503308337013,1140.9982172250748,1.5148797462830928e-05,0.0273770407111555,-0.6272721724276558,0.8000680370009599,-0.7074559651289234,-3.3285799045001063,-1.3479169101405815,0.001,False,-1.1937837299425675
-92.63876379078395,14.934481568547591,303.47430808966453,0.7606592313377684,1.387049895795382e-05,1.234309915573662,0.2498797168912137,1.0,1567.2253250936046,0.000149151941394,0.0323107245399804,0.06372755422851421,1.3902590563262736,-0.38918434542925584,-2.037721345301973,-1.3190862271092654,0.001,False,-0.3220054977749579
-92.41418496975108,14.934481568547357,304.3699197950554,0.7957393833343384,1.627529595878508e-05,1.74196625734743,0.762286722078245,1.1808622502628812,1878.69083827734,0.0001272768350451,0.0324262833998949,0.2643597755762413,1.5475007687578728,-0.16093675897648757,-0.7369504889291404,-1.3194353344099345,0.001,False,0.7071272632289786
-92.18960614872682,14.934481568547364,303.05313283015244,0.8161316116575145,1.9857193264472297e-05,0.9687971897052454,0.6480311175080607,5.643443584330285,2506.595870256424,0.0001498094295968,0.0316746832727853,-0.030622851627043517,1.638905985649347,0.17903348161437177,-2.350754435968632,-1.4767094916699806,0.001,False,-0.8602590803066131
-91.96502732769456,14.93448156854414,300.4007607822627,0.8470263621553121,1.6620078224395745e-05,0.5687257156808274,0.4736331249118838,,2561.5499761104584,7.195030050923741e-05,0.028402892833793,-0.6247992035054383,1.7773872406306737,-0.12821228370886664,-4.201692019254082,-1.4758567947838672,0.001,False,-1.6712932914091034
-91.74044850666756,14.93448156854839,295.3413043955512,0.7751592892053336,1.7102272148134906e-05,0.4821484307966426,0.5549379039911182,1.0,1815.479097604752,0.0001024721081596,0.0224389442097498,-1.7582032976768587,1.4552534705373685,-0.08244559352353721,-5.142707141729417,-1.6775433201080658,0.001,False,-1.8468047799916527
-91.5158696856355,14.934481568549376,296.1379164567908,0.5895470826042352,1.7463192890370826e-05,0.7569928092808401,0.6418877859621689,1.0,1148.1555016040802,1.865665061886002e-05,0.0210144902068861,-1.5797486767324729,0.6232735744121127,-0.048189359717683906,-3.540845464775148,-1.851536955685999,0.001,False,-1.2896338539128782
-91.2912908646038,14.934481568543896,290.61309692711893,0.7963524045133645,1.1499231152760937e-05,0.4631825978755662,0.3650486683871427,1.0,995.789168715477,8.695883681949734e-05,0.0204150950484569,-2.8174020125601875,1.5502485476145988,-0.6142495601568776,-6.867152878596589,-1.9547211599620709,0.001,False,-1.8852527582649252
-91.066712043575,14.934481568547524,296.00551908495174,0.747150739154045,1.533927633261648e-05,0.9377563383353892,0.4097280526205737,1.520723104056437,1150.48593339324,8.18194524874884e-05,0.0221323104997149,-1.6094079349274886,1.3297091920170987,-0.24977761351496014,-4.112080557705082,-1.9192013407693267,0.001,False,-0.9231858172455344
-90.84213322254604,14.934481568545438,299.2191551047326,0.699065244675073,1.5321247245847698e-05,1.064688281401074,0.3163120111747853,1.0,904.5724870562552,7.789774509741762e-05,0.0253033386430469,-0.8894989281885676,1.1141729111100764,-0.2514888163896725,-2.9210270812950943,-1.6778679459074448,0.001,False,-0.6658664256067776
-90.61755440151776,14.93448156854948,298.3980239818047,0.7489531889217395,1.4596026300702344e-05,1.281097173204666,0.3638114071663697,1.0,1004.2949947714806,8.06106313094941e-05,0.025286310751831,-1.0734462350617708,1.3377884126565058,-0.32032204028225225,-2.958713967279173,-1.426950277648288,0.001,False,-0.22715727927864418
-90.39297558049051,14.934481568545184,302.3261217427123,0.7023975260966625,1.4877453646672724e-05,1.1016927986211682,0.2572843764364503,1.302289281997919,1109.07162630558,0.0001022349055796,0.0271451455107142,-0.19348567324892163,1.1291093810856332,-0.293610799184836,-2.207055859862555,-1.3566286763718127,0.001,False,-0.5908500063431642
-90.16839675945867,14.934481568548048,302.80375916454534,0.7333406625233806,1.6257127079825796e-05,1.173048693145232,0.2863956313572602,1.254364089775561,1060.1121008694172,0.0001096294429941,0.0289594607945053,-0.08648678481954333,1.2678075190018394,-0.16266123001066451,-1.9631512086861727,-1.3280650948484503,0.001,False,-0.4461956748541253
-89.943817938425,14.934481568547987,305.7612619481531,0.5920350268509017,1.6733577354799617e-05,1.278038570010854,0.4587129540215874,1.1059074733096084,1140.8407360315323,6.37132050892169e-05,0.0302209242685094,0.5760440302040769,0.6344254250032516,-0.11743968936089592,-0.4091788350779837,-1.3279482757776349,0.001,False,-0.23335775091791303
-89.71923911739309,14.934481568548309,306.39695847061483,0.5526550835696609,1.7951551613581707e-05,1.4267839267500757,0.5225611368396919,1.4326211127565056,1198.3749554753304,0.0001155072850589,0.0296435901034436,0.7184508395800869,0.45791051943479794,-0.0018375471291333131,0.32688507404103645,-1.244553302578576,0.001,False,0.06818230102488076
-89.49466029636554,14.934481568545923,302.91951857726644,0.6996372111265303,1.780250957262274e-05,1.2701134556117966,0.4299089734895017,1.0270846013390138,1165.8565647006037,4.465544462061392e-05,0.028044837262558,-0.06055471182814891,1.116736668082662,-0.015983641837801116,-1.4426987491778729,-1.1284839354284142,0.001,False,-0.24942372742926083
